customer,product,year,price
X05,H,2006,1650
X05,H,2006,1390
X05,H,2006,2000
X05,C,2006,2210
X23,C,2006,2700
X23,C,2006,1650
X26,C,2006,2140
X26,C,2006,1880
X26,C,2006,1900
X26,C,2006,1700
X23,C,2006,3850
X09,C,2006,1465
X09,E,2006,1700
X09,C,2006,2625
X09,H,2006,1799
X09,H,2006,2500
X09,H,2006,1651.5
X09,C,2006,1645
X09,C,2006,1400
X01,E,2006,1355
X01,C,2006,1420
X01,H,2006,1550
X01,C,2006,1575
X01,C,2006,1385
X01,D,2006,1400
X01,C,2006,1244
X01,E,2006,1580
X01,C,2006,1460
X09,H,2006,1900
X01,C,2006,1365
X01,C,2006,1299
X01,C,2006,1450
X01,C,2006,1859
X01,C,2006,1600
X01,C,2006,1670
X01,H,2006,1575
X01,E,2006,1400
X01,C,2006,1500
X01,C,2006,1515
X01,C,2006,1298
X01,C,2006,1370
X01,C,2006,1370
X12,A,2006,1216
X12,C,2006,855
X12,C,2006,799
X12,A,2006,1270
X01,C,2006,1610
X01,C,2006,1465
X01,C,2006,1350
X01,C,2006,1379
X01,A,2006,1330
X01,H,2006,1370
X01,C,2006,1210
X01,C,2006,1190
X01,E,2006,1720
X01,C,2006,986
X01,H,2006,2260
X01,C,2006,1180
X01,H,2006,2350
X01,C,2006,1350
X01,E,2006,1325
X01,E,2006,1430
X01,C,2006,1320
X01,C,2006,1452.5
X01,C,2006,1620
X01,E,2006,1480
X01,C,2006,1410
X01,C,2006,1530
X01,C,2006,1344.5
X01,D,2006,1359.6
X01,C,2006,1560
X01,C,2006,1400
X01,C,2006,1395
X01,C,2006,1550
X01,E,2006,1270
X01,C,2006,1335
X01,C,2006,1250
X01,C,2006,1420
X01,C,2006,1670
X01,C,2006,1590
X03,A,2006,1800
X01,A,2006,1270
X03,A,2006,1120
X03,C,2006,998
X03,C,2006,1170
X03,C,2006,1084.8
X01,C,2006,680
X03,A,2006,869
X03,C,2006,1200
X03,H,2006,1555
X03,A,2006,800
X03,A,2006,1050
X03,A,2006,1600
X03,A,2006,1700
X01,C,2006,1600
X01,E,2006,1599.5
X01,E,2006,1650
X01,A,2006,1590
X01,C,2006,1470
X01,C,2006,1150
X01,C,2006,1595
X01,C,2006,1200
X01,C,2006,1299
X01,C,2006,1830
X01,C,2006,1575
X01,H,2006,2775
X01,C,2006,2075
X01,A,2006,1475
X01,A,2006,1350
X01,C,2006,1095
X01,C,2006,1099
X01,C,2006,1337
X01,C,2006,814
X01,C,2006,875
X01,C,2006,935
X01,C,2006,1190
X01,C,2006,1410
X01,C,2006,1460
X01,H,2006,1550
X01,D,2006,1345
X01,C,2006,1200
X01,C,2006,1050
X01,D,2006,1240
X03,H,2006,1690
X03,H,2006,1070
X03,A,2006,1350
X03,A,2006,1115
X03,A,2006,1565
X03,H,2006,1780
X03,H,2006,1399
X03,H,2006,1050
X03,C,2006,1100
X03,A,2006,1115
X03,C,2006,1080
X03,C,2006,1115
X03,H,2006,1240
X03,C,2006,1050
X03,A,2006,1160
X03,H,2006,969
X03,C,2006,1355
X03,A,2006,1390
X03,C,2006,615
X03,A,2006,1200
X03,C,2006,1261.75
X03,C,2006,640
X03,H,2006,1370
X03,H,2006,870
X03,G,2006,1630
X03,G,2006,1550
X03,A,2006,790
X03,G,2006,1440
X03,H,2006,1145.04
X03,H,2006,1570
X03,C,2006,1250
X03,F,2006,4750
X03,H,2006,935
X03,C,2006,1250
X14,B,2006,645
X12,C,2006,1000
X12,A,2006,1402
X12,H,2006,2025
X12,A,2006,1590
X03,A,2006,1199
X12,A,2006,1145
X12,A,2006,1150
X12,A,2006,750
X12,C,2006,880
X12,A,2006,805
X12,A,2006,1490
X12,A,2006,1100
X03,C,2006,1105
X12,C,2006,890
X12,B,2006,1130
X12,C,2006,1090
X03,A,2006,2200
X12,C,2006,1290
X03,A,2006,1170
X03,C,2006,525
X14,A,2006,1070
X14,H,2006,1165
X14,C,2006,720
X14,A,2006,1195
X14,A,2006,1255
X14,C,2006,910
X14,A,2006,845
X14,C,2006,900
X08,A,2006,1375
X08,C,2006,1500
X08,C,2006,1310
X19,E,2006,1300
X04,C,2006,1250
X18,C,2006,800
X18,C,2006,1570
X08,C,2006,1480
X08,C,2006,900
X08,C,2006,1545
X08,C,2006,1536
X08,E,2006,1645
X08,E,2006,1320
X08,C,2006,1425
X08,C,2006,1580
X08,H,2006,1495
X08,C,2006,1650
X08,C,2006,1800
X08,E,2006,1605
X08,C,2006,1565
X08,C,2006,1570
X08,A,2006,1725
X08,C,2006,1550
X08,C,2006,1700
X08,C,2006,1050
X08,E,2006,1450
X08,C,2006,1680
X19,C,2006,2780
X19,C,2006,1640
X19,A,2006,2250
X08,D,2006,1300
X08,C,2006,1425
X19,A,2006,1484
X19,C,2006,1900
X04,C,2006,1460
X04,A,2006,1280
X04,H,2006,2250
X04,E,2006,2749.7
X04,H,2006,2350
X04,G,2006,4150
X04,E,2006,1820
X04,C,2006,1350
X04,C,2006,1370
X04,A,2006,1369
X04,A,2006,1499
X04,C,2006,1235
X04,C,2006,930
X04,A,2006,915
X10,C,2006,1800
X10,H,2006,2090
X10,H,2006,2150
X10,D,2006,2245
X02,H,2006,2298
X02,C,2006,1836
X02,C,2006,1940
X02,C,2006,1938.79
X02,C,2006,2215
X02,C,2006,2049
X02,H,2006,2397.99
X02,C,2006,2335.55
X02,C,2006,2600
X02,C,2006,2949
X02,H,2006,2097
X02,C,2006,2250
X02,H,2006,1810
X10,H,2006,2200
X19,C,2006,1900
X19,E,2006,1800
X19,C,2006,2800
X19,C,2006,1589
X02,D,2006,1480
X02,C,2006,1450
X02,H,2006,1870
X02,C,2006,1930
X02,C,2006,1560
X02,C,2006,2350
X02,C,2006,2170
X02,C,2006,2140
X02,H,2006,1960
X02,H,2006,2170
X02,H,2006,2000
X02,H,2006,1925
X02,C,2006,2050
X02,E,2006,1325
X02,H,2006,1575
X02,E,2006,1740
X02,C,2006,1285
X02,C,2006,1285
X02,C,2006,1499
X02,C,2006,1199
X28,H,2006,1370
X02,H,2006,2550
X02,H,2006,2220
X02,H,2006,2140
X02,C,2006,2200
X02,C,2006,2750
X02,H,2006,1970
X02,C,2006,2300
X02,H,2006,2685
X02,H,2006,2109
X02,H,2006,2270
X02,H,2006,2370
X02,H,2006,2743
X02,C,2006,2168.37
X02,C,2006,1330
X02,C,2006,1559
X02,H,2006,2332.3
X02,C,2006,2070
X02,H,2006,1950
X02,C,2006,2000
X02,H,2006,2031.6
X02,H,2006,1958
X02,C,2006,2129
X02,H,2006,1965
X02,C,2006,1980
X02,H,2006,1739
X02,H,2006,1639.9
X02,C,2006,1649.9
X04,H,2006,980
X04,C,2006,1499
X04,C,2006,1020
X04,D,2006,1275
X04,D,2006,1275
X04,C,2006,1199
X04,H,2006,1965
X04,C,2006,1172.5
X04,H,2006,2290
X04,E,2006,1450
X04,D,2006,1400
X04,D,2006,1425
X04,H,2006,1340
X04,H,2006,1300
X04,H,2006,1300
X04,H,2006,1375
X04,H,2006,1300
X04,A,2006,979
X04,A,2006,920
X04,A,2006,1070
X04,A,2006,810
X04,A,2006,1049
X04,C,2006,1150
X04,C,2006,1250
X04,A,2006,1160
X04,A,2006,830
X18,F,2006,1185
X04,C,2006,350
X04,A,2006,1210
X18,H,2006,1600
X18,A,2006,1400
X18,A,2006,1370
X18,A,2006,1280
X18,H,2006,1600
X13,H,2006,1388.87
X18,H,2006,1490
X18,A,2006,1020
X13,G,2006,1670
X13,H,2006,2001
X18,A,2006,1310
X18,A,2006,1120
X13,H,2006,1400
X13,H,2006,1950
X13,H,2006,2300
X13,A,2006,1940
X13,C,2006,1375
X13,A,2006,2500
X13,A,2006,2180
X13,H,2006,2390
X13,H,2006,1995
X13,H,2006,2100
X13,C,2006,2300
X13,C,2006,2175
X13,H,2006,2570
X13,C,2006,1570
X13,C,2006,2230
X14,C,2006,1020
X14,A,2006,1454
X14,C,2006,720
X14,C,2006,850
X14,C,2006,1065
X14,A,2006,1390
X14,A,2006,1080
X14,C,2006,516.89
X14,C,2006,353.11
X14,A,2006,1150
X14,A,2006,780
X13,C,2006,3750
X13,C,2006,3000
X11,C,2006,2425
X11,C,2006,1450
X11,C,2006,2090
X11,D,2006,1350
X11,E,2006,1480
X11,C,2006,1710
X15,H,2006,3350
X27,C,2006,2300
X15,C,2006,2507.64
X15,C,2006,2280
X15,C,2006,1760
X15,C,2006,1800
X15,H,2006,2500
X15,C,2006,2020
X15,C,2006,3125
X15,C,2006,3200
X15,C,2006,3699
X15,C,2006,3599
X11,C,2006,815
X11,D,2006,2150
X11,C,2006,1640
X11,C,2006,1535
X11,C,2006,845
X20,H,2006,1045
X20,H,2006,1270
X20,H,2006,1514
X11,C,2006,1265
X11,C,2006,1465
X20,D,2006,730
X20,H,2006,794
X11,C,2006,1400
X20,D,2006,920
X20,H,2006,875.5
X20,H,2006,795
X20,H,2006,905
X20,H,2006,710
X11,C,2006,1509
X11,C,2006,1880
X11,C,2006,1600
X11,C,2006,1310
X11,E,2006,1425
X11,C,2006,1310
X11,D,2006,1320
X11,C,2006,1700
X11,H,2006,1880
